,film,budget,original_language,popularity,production_companies,release_date,runtime,revenue,genre,production_companies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7573,"I Love You, Stupid",0,es,11.363,"[{'id': 52867, 'logo_path': '/sihvTcE5dwZ4xl90uVcUHcet8Fc.png', 'name': 'Lastor Media', 'origin_country': 'ES'}, {'id': 72862, 'logo_path': '/uMxDko6HwgJnCClMwBWEk2INbzf.png', 'name': 'Brutal Media', 'origin_country': 'ES'}, {'id': 78983, 'logo_path': '/qbuTbFubbWbuNhrBfthjhRc9s9q.png', 'name': 'Minoria Absoluta', 'origin_country': 'ES'}]",1/24/2020,87,396640,Comedy, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7574,Lockdown all'italiana,0,it,4.39,"[{'id': 43711, 'logo_path': None, 'name': 'Dean Film', 'origin_country': ''}, {'id': 140266, 'logo_path': None, 'name': 'New International', 'origin_country': ''}, {'id': 6246, 'logo_path': None, 'name': 'Medusa Film', 'origin_country': 'IT'}, {'id': 20416, 'logo_path': None, 'name': 'Regione Lazio', 'origin_country': 'IT'}, {'id': 14016, 'logo_path': '/snclwsIZQbgvqYCBJP8fqNlCA5y.png', 'name': 'Ministero per i Beni e le Attività Culturali', 'origin_country': 'IT'}]",10/15/2020,94,372000,Comedy, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7575,My Thoughts Are Silent,344000,uk,2.643,"[{'id': 120869, 'logo_path': '/4oQ3hrdkBGc9oGqouWgODiYtHXo.png', 'name': 'Toy Cinema', 'origin_country': 'UA'}]",1/2/2020,104,351500,Comedy, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7576,Andre and His Olive Tree,0,en,2.155,[],8/21/2020,104,350544,Documentary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7577,ALL COPS AIN'T BAD,100000,en,1.195,"[{'id': 129132, 'logo_path': None, 'name': 'VH2 Networks', 'origin_country': ''}]",1/1/2020,61,350000,Comedy, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7578,The Dark and the Wicked,0,en,16.377,"[{'id': 20791, 'logo_path': None, 'name': 'Travelling Picture Show Company', 'origin_country': ''}, {'id': 49724, 'logo_path': None, 'name': 'Unbroken Pictures', 'origin_country': ''}, {'id': 136104, 'logo_path': None, 'name': 'Shotgun Shack Pictures', 'origin_country': ''}, {'id': 124975, 'logo_path': None, 'name': 'Inwood Road Films', 'origin_country': ''}]",10/29/2020,95,289157,Horror, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7579,Resistance,0,en,13.644,"[{'id': 78486, 'logo_path': '/oKG2ahqSVN8i5Rd0U9ZNbNY6jK7.png', 'name': 'Pantaleon Films', 'origin_country': 'DE'}, {'id': 108573, 'logo_path': None, 'name': 'Vertical Media', 'origin_country': ''}, {'id': 8186, 'logo_path': None, 'name': 'Bliss Media', 'origin_country': ''}, {'id': 52066, 'logo_path': None, 'name': 'Epicentral Studios', 'origin_country': ''}, {'id': 290, 'logo_path': '/Q8mw2AOQQc8Qg0uNwLWq86DVZv.png', 'name': 'Ingenious Media', 'origin_country': 'GB'}, {'id': 76314, 'logo_path': '/oFiHo3350Nj7bi6oxYMq3Kp6VGC.png', 'name': 'Riverstone Pictures', 'origin_country': 'GB'}, {'id': 134249, 'logo_path': None, 'name': 'Rocket Science', 'origin_country': ''}]",3/27/2020,120,288064,War, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7580,Trash,0,it,5.525,"[{'id': 139502, 'logo_path': None, 'name': 'Al-One Production & Strategy', 'origin_country': ''}, {'id': 14016, 'logo_path': '/snclwsIZQbgvqYCBJP8fqNlCA5y.png', 'name': 'Ministero per i Beni e le Attività Culturali', 'origin_country': 'IT'}]",10/16/2020,88,284200,Adventure, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7581,Lux Æterna,0,fr,8.93,"[{'id': 118432, 'logo_path': None, 'name': 'Vixens Films', 'origin_country': ''}, {'id': 1157, 'logo_path': None, 'name': 'Les Cinémas de la Zone', 'origin_country': 'FR'}, {'id': 139680, 'logo_path': '/cdmY1ZKRQ8weAxkmB0H2pd0Kr7U.png', 'name': 'Saint Laurent', 'origin_country': ''}]",9/23/2020,51,273639,Drama, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7582,Listen,0,en,3.484,"[{'id': 16464, 'logo_path': None, 'name': 'Bando à Parte', 'origin_country': 'PT'}, {'id': 141471, 'logo_path': None, 'name': 'Magnolia Pictures International', 'origin_country': ''}, {'id': 43092, 'logo_path': None, 'name': 'Pinball London', 'origin_country': ''}]",10/22/2020,73,273224,Drama, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7583,Run,0,en,32.37,"[{'id': 146929, 'logo_path': None, 'name': 'Search Party', 'origin_country': 'US'}]",11/20/2020,90,265964,Thriller, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7584,Передряги 2,0,pl,1.674,"[{'id': 132505, 'logo_path': None, 'name': 'KOI Films', 'origin_country': ''}]",9/25/2020,0,253263,Family, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7585,Ammonite,0,en,17.547,"[{'id': 7217, 'logo_path': '/vFbexaF70wSMUHRA6Fy6UcuA1ju.png', 'name': 'See-Saw Films', 'origin_country': 'GB'}]",11/13/2020,118,248516,Romance, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7586,The Wolf of Snow Hollow,2000000,en,48.24,"[{'id': 46453, 'logo_path': '/pftS6dWlYOqNKRHektMx3UiwOgS.png', 'name': 'Vanishing Angle', 'origin_country': 'US'}, {'id': 49959, 'logo_path': None, 'name': 'New Form Digital', 'origin_country': 'US'}, {'id': 12142, 'logo_path': '/rPnEeMwxjI6rYMGqkWqIWwIJXxi.png', 'name': 'XYZ Films', 'origin_country': 'US'}]",10/23/2020,84,239828,Horror, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7587,Felicità,0,fr,5.385,"[{'id': 72352, 'logo_path': None, 'name': 'Unité de Production', 'origin_country': 'FR'}, {'id': 147164, 'logo_path': None, 'name': ""Jack N'a Qu'un Oeil"", 'origin_country': ''}, {'id': 104, 'logo_path': '/9aotxauvc9685tq9pTcRJszuT06.png', 'name': 'Canal+', 'origin_country': 'FR'}]",7/15/2020,81,236880,Comedy, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7588,My Salinger Year,0,en,25.248,"[{'id': 7029, 'logo_path': None, 'name': 'micro_scope', 'origin_country': 'CA'}, {'id': 5122, 'logo_path': None, 'name': 'Parallel Films', 'origin_country': 'IE'}]",2/20/2020,101,236653,Drama, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7589,Narcissus and Goldmund,0,de,4.753,"[{'id': 26976, 'logo_path': None, 'name': 'Deutsche Columbia Pictures Film Produktion', 'origin_country': 'DE'}, {'id': 142064, 'logo_path': None, 'name': 'FilmVergnuegen', 'origin_country': 'DE'}, {'id': 37058, 'logo_path': '/pWUIywEOdy0650kBbuRw5aI90zA.png', 'name': 'Lotus-Film', 'origin_country': 'AT'}, {'id': 66750, 'logo_path': None, 'name': 'Mythos Film', 'origin_country': 'DE'}, {'id': 68382, 'logo_path': None, 'name': 'Tempest Film', 'origin_country': 'DE'}]",3/12/2020,110,233325,Drama, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7590,Shirley,0,en,10.375,"[{'id': 1422, 'logo_path': '/aG7LGucYWmsrsEwnDN1HnUGfVmK.png', 'name': 'Killer Films', 'origin_country': 'US'}, {'id': 85283, 'logo_path': '/dBbSLRy8VpZBHcDkKgmfH3XOnT4.png', 'name': 'Los Angeles Media Fund', 'origin_country': 'US'}, {'id': 85811, 'logo_path': None, 'name': 'Mechanism Digital', 'origin_country': 'US'}, {'id': 90733, 'logo_path': '/3K9wCZTyDgop3ITK1rDi6T2PckE.png', 'name': 'Neon', 'origin_country': 'US'}, {'id': 23243, 'logo_path': None, 'name': 'Sikelia Productions', 'origin_country': 'US'}, {'id': 11494, 'logo_path': None, 'name': 'Curzon Film Distributors', 'origin_country': ''}]",9/11/2020,107,230441,Drama, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7591,Wolfwalkers,12000000,en,23.298,"[{'id': 23948, 'logo_path': '/uneZYGxTZcwAzmPTTaefmDNWPzN.png', 'name': 'Cartoon Saloon', 'origin_country': 'IE'}, {'id': 13351, 'logo_path': '/6Aaqf7OANtiTuRrIadVdzTkYQzi.png', 'name': 'Melusine Productions', 'origin_country': 'LU'}, {'id': 142984, 'logo_path': None, 'name': 'Value&Power Culture Communications', 'origin_country': 'CN'}, {'id': 11776, 'logo_path': '/33JMuTtwY5UhPwkmCEyH1YaCD23.png', 'name': 'Film Fund Luxembourg', 'origin_country': 'LU'}, {'id': 1898, 'logo_path': '/a2gst8022qi5g3sFxJIWeKVd2aK.png', 'name': 'Screen Ireland', 'origin_country': 'IE'}, {'id': 30280, 'logo_path': None, 'name': 'Broadcasting Authority of Ireland', 'origin_country': ''}, {'id': 726, 'logo_path': '/hHaQQgxqg2NohqZSxbMTB9E483m.png', 'name': 'Haut et Court', 'origin_country': 'FR'}, {'id': 104, 'logo_path': '/9aotxauvc9685tq9pTcRJszuT06.png', 'name': 'Canal+', 'origin_country': 'FR'}, {'id': 1923, 'logo_path': '/ilgktofJY7OsURHfccJrug4GKdQ.png', 'name': 'RTÉ', 'origin_country': 'IE'}, {'id': 11620, 'logo_path': '/f3hRdCaK1w9qH1Qs8nLd2L2bae1.png', 'name': 'OCS', 'origin_country': 'FR'}, {'id': 142985, 'logo_path': '/A7x8YrUJNm4S8btV1thTBvtOwvC.png', 'name': 'Pôle Image Magelis', 'origin_country': 'FR'}, {'id': 89705, 'logo_path': '/9lUhHbMr32wzkDgaOMNrzIu66YC.png', 'name': 'Folivari', 'origin_country': 'FR'}, {'id': 32853, 'logo_path': '/y1CUzdA8WOdKzikxTYL4xqCDlqF.png', 'name': 'GKIDS', 'origin_country': 'US'}]",10/26/2020,103,229041,Animation, , {,id,: 104, ,logo_path,: ,/9aotxauvc9685tq9pTcRJszuT06.png,, ,name,: ,Canal+,, ,origin_country,: ,FR,}, {,id,: 1923, ,logo_path,: ,/ilgktofJY7OsURHfccJrug4GKdQ.png,, ,name,: ,RTÉ,, ,origin_country,: ,IE,}, {,id,: 11620, ,logo_path,: ,/f3hRdCaK1w9qH1Qs8nLd2L2bae1.png,, ,name,: ,OCS,, ,origin_country,: ,FR,}, {,id,: 142985, ,logo_path,: ,/A7x8YrUJNm4S8btV1thTBvtOwvC.png,, ,name,: ,Pôle Image Magelis,, ,origin_country,: ,FR,}, {,id,: 89705, ,logo_path,: ,/9lUhHbMr32wzkDgaOMNrzIu66YC.png,, ,name,: ,Folivari,, ,origin_country,: ,FR,}, {,id,: 32853, ,logo_path,: ,/y1CUzdA8WOdKzikxTYL4xqCDlqF.png,, ,name,: ,GKIDS,, ,origin_country,: ,US,}],,,,,,,,,,,,,,,,,,,,,,,,,,,,
7592,The Owners,0,en,40.581,"[{'id': 92840, 'logo_path': None, 'name': 'Logical Pictures', 'origin_country': 'FR'}, {'id': 856, 'logo_path': '/3tfzS2CrX6Ntbu927XzHXEPDA6y.png', 'name': 'Wild Bunch', 'origin_country': 'FR'}, {'id': 12142, 'logo_path': '/rPnEeMwxjI6rYMGqkWqIWwIJXxi.png', 'name': 'XYZ Films', 'origin_country': 'US'}, {'id': 107356, 'logo_path': None, 'name': 'BlueLight', 'origin_country': 'GB'}]",8/27/2020,92,225374,Thriller, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7593,Force of Nature,0,en,18.887,"[{'id': 290, 'logo_path': '/Q8mw2AOQQc8Qg0uNwLWq86DVZv.png', 'name': 'Ingenious Media', 'origin_country': 'GB'}, {'id': 121423, 'logo_path': None, 'name': 'Blue Box International', 'origin_country': 'US'}, {'id': 138238, 'logo_path': None, 'name': 'FON Film Production', 'origin_country': 'PR'}, {'id': 138239, 'logo_path': None, 'name': 'Force of Nature Film', 'origin_country': 'US'}, {'id': 3604, 'logo_path': '/jC6Hk3ZyNRlVPJsA0xGlAhgd2RP.png', 'name': 'Grindstone Entertainment Group', 'origin_country': 'US'}, {'id': 24513, 'logo_path': None, 'name': 'Pimienta', 'origin_country': 'PR'}, {'id': 85562, 'logo_path': None, 'name': 'River Bay Films', 'origin_country': 'US'}, {'id': 65649, 'logo_path': '/2xZVvFYyVtIHSo4vG5R0IIak0EL.png', 'name': 'SSS Entertainment', 'origin_country': 'US'}, {'id': 138240, 'logo_path': None, 'name': 'Way Down East Entertainment', 'origin_country': 'US'}, {'id': 10405, 'logo_path': None, 'name': 'EFO Films', 'origin_country': 'US'}]",7/2/2020,91,215668,Action, ,/2xZVvFYyVtIHSo4vG5R0IIak0EL.png,, ,name,: ,SSS Entertainment,, ,origin_country,: ,US,}, {,id,: 138240, ,logo_path,: None, ,name,: ,Way Down East Entertainment,, ,origin_country,: ,US,}, {,id,: 10405, ,logo_path,: None, ,name,: ,EFO Films,, ,origin_country,: ,US,}],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7594,Two of Us,0,fr,8.225,"[{'id': 11010, 'logo_path': None, 'name': 'Paprika Films', 'origin_country': 'FR'}, {'id': 112836, 'logo_path': '/rfmlWuH9lxt9pgQetWbNwZKSXvZ.png', 'name': 'Tarantula', 'origin_country': 'LU'}, {'id': 11773, 'logo_path': '/8fCjsqh43LbPV6pm3SfR5Jx64GU.png', 'name': 'Artémis Productions', 'origin_country': 'BE'}, {'id': 11797, 'logo_path': '/oeBCBsLLlIj2UNQBZZkhlPdDOJG.png', 'name': 'VOO', 'origin_country': 'BE'}, {'id': 24430, 'logo_path': '/7ZIwXTA5QVD6feybiITOL6OYJPJ.png', 'name': 'BeTV', 'origin_country': 'BE'}, {'id': 95061, 'logo_path': '/gAt0ztKNX5gKyzNmIdaVxI5aoHv.png', 'name': 'Shelter Prod', 'origin_country': 'BE'}, {'id': 15892, 'logo_path': None, 'name': 'Fonds National de Soutien à la Production Audiovisuelle du Luxembourg', 'origin_country': ''}, {'id': 154203, 'logo_path': None, 'name': 'Taxshelter. be', 'origin_country': ''}, {'id': 310, 'logo_path': '/4Gp5A4YdjPBfsHT47ngHMaXWmb9.png', 'name': 'CNC', 'origin_country': 'FR'}, {'id': 127789, 'logo_path': None, 'name': 'Région Occitanie/Pyrénées-Méditerranée', 'origin_country': 'FR'}, {'id': 127841, 'logo_path': None, 'name': 'Cinécap 2', 'origin_country': 'FR'}, {'id': 154204, 'logo_path': None, 'name': 'Arte/Cofinova 13', 'origin_country': ''}]",2/12/2020,99,208723,Drama, , {,id,: 154203, ,logo_path,: None, ,name,: ,Taxshelter. be,, ,origin_country,: ,,}, {,id,: 310, ,logo_path,: ,/4Gp5A4YdjPBfsHT47ngHMaXWmb9.png,, ,name,: ,CNC,, ,origin_country,: ,FR,}, {,id,: 127789, ,logo_path,: None, ,name,: ,Région Occitanie/Pyrénées-Méditerranée,, ,origin_country,: ,FR,}, {,id,: 127841, ,logo_path,: None, ,name,: ,Cinécap 2,, ,origin_country,: ,FR,}, {,id,: 154204, ,logo_path,: None, ,name,: ,Arte/Cofinova 13,, ,origin_country,: ,,}],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7595,The Predators,0,it,9.487,"[{'id': 2441, 'logo_path': '/7Vutdea75apwXkRyfQ4Ne6j0KcN.png', 'name': 'Fandango', 'origin_country': 'IT'}, {'id': 20416, 'logo_path': None, 'name': 'Regione Lazio', 'origin_country': 'IT'}, {'id': 1583, 'logo_path': '/gKP4egMJOi5rksdnplfPV1wa0sd.png', 'name': 'RAI', 'origin_country': 'IT'}, {'id': 14016, 'logo_path': '/snclwsIZQbgvqYCBJP8fqNlCA5y.png', 'name': 'Ministero per i Beni e le Attività Culturali', 'origin_country': 'IT'}]",10/22/2020,109,206589,Drama, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7596,Ghosts of War,0,en,41.626,"[{'id': 46240, 'logo_path': '/8jiwvypPWazxmJcY6os2aACfk3d.png', 'name': 'Miscellaneous Entertainment', 'origin_country': 'US'}, {'id': 76991, 'logo_path': '/pQjdvbv4y9yuIDSHDEHc9ijJKaS.png', 'name': 'Highland Film Group', 'origin_country': 'US'}]",7/3/2020,94,178592,Horror, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7597,Irresistible,0,en,12.477,"[{'id': 10146, 'logo_path': '/xnFIOeq5cKw09kCWqV7foWDe4AA.png', 'name': 'Focus Features', 'origin_country': 'US'}, {'id': 81, 'logo_path': '/8wOfUhA7vwU2gbPjQy7Vv3EiF0o.png', 'name': 'Plan B Entertainment', 'origin_country': 'US'}, {'id': 8290, 'logo_path': None, 'name': 'Busboy Productions', 'origin_country': 'US'}]",7/1/2020,101,177418,Comedy, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7598,Spider-Man: No Way Home,200000000,en,6855.906,"[{'id': 420, 'logo_path': '/hUzeosd33nzE5MCNsZxCGEKTXaQ.png', 'name': 'Marvel Studios', 'origin_country': 'US'}, {'id': 84041, 'logo_path': '/nw4kyc29QRpNtFbdsBHkRSFavvt.png', 'name': 'Pascal Pictures', 'origin_country': 'US'}, {'id': 5, 'logo_path': '/71BqEFAF4V3qjjMPCpLuyJFB9A.png', 'name': 'Columbia Pictures', 'origin_country': 'US'}]",12/15/2021,148,1832000000,Action, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7599,The Battle at Lake Changjin,0,zh,12.254,"[{'id': 159161, 'logo_path': None, 'name': 'August 1st Film Studio', 'origin_country': ''}, {'id': 30148, 'logo_path': '/zerhOenUD6CkH8SMgZUhrDkOs4w.png', 'name': 'Bona Film Group', 'origin_country': 'CN'}, {'id': 122328, 'logo_path': None, 'name': 'Huaxia Film Distribution', 'origin_country': 'CN'}, {'id': 40890, 'logo_path': None, 'name': 'China Film Co.', 'origin_country': 'CN'}, {'id': 3407, 'logo_path': '/iVMjKOFyRvm9PW45lW1wW6TSvnj.png', 'name': 'Shanghai Film Group', 'origin_country': 'CN'}, {'id': 65442, 'logo_path': None, 'name': 'Beijing Dengfeng International Culture', 'origin_country': ''}, {'id': 69484, 'logo_path': '/2xtmvbEse87LM7OJXVksv7DToZx.png', 'name': 'Alibaba Pictures Group', 'origin_country': 'CN'}]",9/30/2021,176,888577720,Drama, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7600,"Hi, Mom",59000000,zh,7.446,"[{'id': 69484, 'logo_path': '/2xtmvbEse87LM7OJXVksv7DToZx.png', 'name': 'Alibaba Pictures Group', 'origin_country': 'CN'}, {'id': 100130, 'logo_path': None, 'name': 'Tianjin Maoyan Media', 'origin_country': ''}, {'id': 149256, 'logo_path': None, 'name': '北京大碗娱乐文化传媒有限公司', 'origin_country': ''}, {'id': 148024, 'logo_path': None, 'name': '北京京西文化旅游股份有限公司', 'origin_country': ''}, {'id': 149257, 'logo_path': None, 'name': '北京精彩时间文化传媒有限公司', 'origin_country': ''}]",2/12/2021,128,822049668,Drama, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7601,No Time to Die,250000000,en,450.564,"[{'id': 7576, 'logo_path': '/oYcUi1byZ312Z3xiz5ojz9RQLND.png', 'name': 'Eon Productions', 'origin_country': 'GB'}, {'id': 21, 'logo_path': '/aOWKh4gkNrfFZ3Ep7n0ckPhoGb5.png', 'name': 'Metro-Goldwyn-Mayer', 'origin_country': 'US'}, {'id': 60, 'logo_path': '/oJXpAs4I3W46e4dkaOEzCa4yBko.png', 'name': 'United Artists', 'origin_country': 'US'}, {'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}]",9/29/2021,163,774153007,Adventure, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7602,F9,200000000,en,408.264,"[{'id': 333, 'logo_path': '/5xUJfzPZ8jWJUDzYtIeuPO4qPIa.png', 'name': 'Original Film', 'origin_country': 'US'}, {'id': 1225, 'logo_path': '/rIxhJMR7oK8b2fMakmTfRLY2TZv.png', 'name': 'One Race', 'origin_country': 'US'}, {'id': 34530, 'logo_path': None, 'name': 'Perfect Storm Entertainment', 'origin_country': 'US'}, {'id': 154215, 'logo_path': None, 'name': 'ZXY MOVIES', 'origin_country': ''}]",5/19/2021,143,721077945,Action, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7603,Detective Chinatown 3,0,zh,13.843,[],2/12/2021,136,686257563,Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
